text	label
Đặt báo thức lúc 6 giờ sáng mai nhé.	other
Đặt lịch nhắc nhở tôi đi họp lúc 2 giờ chiều nay nhé. ⏰	other
Đau bụng quá... cứu em!! 😭	healthcare_consultant
Đau dạ dày uống thuốc gì giảm đau nhanh?	healthcare_consultant
Dấu hiệu cảnh báo đột quỵ ở người trẻ tuổi là gì ạ? Dạo này hay thấy báo đài đưa tin nhiều quá, sợ ghê.	healthcare_consultant
Dấu hiệu nhận biết trẻ bị mất nước khi tiêu chảy?	healthcare_consultant
Đau lưng dữ dội kèm sốt là biểu hiện bệnh gì?	healthcare_consultant
Đau nửa đầu bên trái kèm theo ù tai là triệu chứng của bệnh gì nguy hiểm không?	healthcare_consultant
Đau răng khôn kinh khủng!!! 🦷 Có nên tự mua thuốc giảm đau uống không?	healthcare_consultant
Đi đến Viện Tim TP.HCM bằng đường nào để tránh đường một chiều?	healthcare_center_search
Đi ngoài ra máu tươi kèm theo đau rát sau khi ăn đồ cay nóng là bị trĩ hay bị gì khác vậy ạ? 🩸	healthcare_consultant
Đi từ ngã tư Thủ Đức đến Bệnh viện Quân y 175 thì đi tuyến đường nào ngắn nhất và ít kẹt xe?	healthcare_center_search
Địa chỉ bệnh viện Chợ Rẫy nằm ở đường nào?	healthcare_center_search
Địa chỉ Trung tâm Kiểm soát Bệnh tật (CDC) Hà Nội nằm ở đâu?	healthcare_center_search
Định luật vạn vật hấp dẫn của Newton được phát minh vào năm nào?	other
Định nghĩa của trí tuệ nhân tạo là gì?	other
"Định nghĩa của từ ""Hạnh phúc"" theo góc nhìn triết học là gì?"	other
Đội tuyển bóng đá nào vô địch World Cup nhiều nhất trong lịch sử? ⚽	other
Đốm trắng trên móng tay là thiếu chất gì vậy bác sĩ?	healthcare_consultant
Dùng nước muối sinh lý súc miệng hàng ngày có tốt cho nướu không?	healthcare_consultant
Đường đi ngắn nhất tới trung tâm y tế dự phòng huyện.	healthcare_center_search
Đường đi từ sân bay Nội Bài về bệnh viện Việt Đức hết bao nhiêu cây số?	healthcare_center_search
Đường nào đi đến bệnh viện Chợ Rẫy nhanh nhất từ hướng miền Tây lên?	healthcare_center_search
Em bị bong gân cổ chân do đá bóng, đã chườm đá rồi nhưng giờ nó sưng to như quả trứng gà, đi lại thốn lắm.	healthcare_consultant
Em bị dị ứng hải sản, người nổi mề đay khắp nơi, ngứa điên cuồng... Uống 'Telfast' có đỡ không ạ?	healthcare_consultant
Em bị đứt tay bằng dao bén, máu chảy nhiều lắm... Đã ấn chặt 5 phút rồi vẫn rỉ máu thì phải làm sao đây? 😱	healthcare_consultant
Em bị ngứa lòng bàn tay bàn chân vào ban đêm, không nổi mụn nước, càng gãi càng ngứa là bệnh gì?	healthcare_consultant
Em bị sỏi thận kích thước 6mm thì có cần mổ không hay chỉ cần uống thuốc cho nó tự ra theo đường tiểu?	healthcare_consultant
Em bị té xe trầy xước đầu gối sâu, có nên băng kín lại không hay để hở cho mau khô vết thương ạ? 🤔	healthcare_consultant
Em bị zona thần kinh ở mông, đau rát như bỏng lửa, bôi thuốc 'Acyclovir' có đúng không mng?	healthcare_consultant
Em lỡ nuốt phải kẹo cao su... Liệu nó có dính vào ruột như người ta hay đồn không ạ? 😰	healthcare_consultant
Em muốn tìm một phòng khám tai mũi họng tư nhân của bác sĩ trưởng khoa bệnh viện công tại Đà Nẵng, có ai biết địa chỉ nào không ạ? Chứ vào bệnh viện xếp hàng chờ đợi lâu quá mà bé nhà em lại quấy khóc liên tục... Xin cảm ơn mọi người nhiều! 🙏	healthcare_center_search
Giá cổ phiếu Apple hôm nay biến động ra sao rồi? 📈	other
Giá vàng hôm nay tăng hay giảm?	other
Giá vé máy bay khứ hồi từ TP.HCM đi Phú Quốc tháng sau khoảng bao nhiêu tiền? ✈️	other
Gợi ý lịch trình du lịch tự túc 3 ngày 2 đêm tại Đà Lạt cho cặp đôi. 👩‍❤️‍👨	other
Hi admin, cho mình hỏi là quanh khu vực Hồ Tùng Mậu, Cầu Giấy thì có phòng khám thú y nào mở cửa ban đêm không vậy? Con mèo nhà mình tự nhiên bị nôn mửa liên tục từ tối đến giờ, nhìn nó lả đi tội nghiệp quá... Mình cần tìm địa chỉ cấp cứu thú y gấp chứ không phải phòng khám cho người đâu nha, cám ơn nhiều! 🐱	healthcare_center_search
Hôm nay trời có mưa không? 🌧️	other
Hướng dẫn các bước tự thay lốp xe ô tô khi bị xịt lốp giữa đường vắng.	other
Hướng dẫn cách làm hộ chiếu online.	other
Hướng dẫn cách thắt cà vạt kiểu Windsor đơn giản nhất cho người mới.	other
Hướng dẫn cách viết một CV xin việc ngành Marketing thu hút nhà tuyển dụng.	other
Hướng dẫn đường đi đến bệnh viện Ung Bướu cơ sở 2 ở quận 9 cũ.	healthcare_center_search
Huyết áp 140/90 mmHg ở người 30 tuổi thì có cần phải uống thuốc hạ huyết áp hàng ngày chưa bác sĩ?	healthcare_consultant
Kể một câu chuyện cười ngắn về chủ đề công sở đi nào! 😂	other
Làm sao để phân biệt sốt siêu vi và sốt rét?	healthcare_consultant
Làm sao để tẩy vết mực bút bi dính trên áo sơ mi trắng?	other
Làm sao để tự học giao tiếp tiếng Trung cơ bản tại nhà hiệu quả trong vòng 3 tháng?	other
Làm thế nào để giảm mỡ máu (cholesterol cao) mà không cần phải dùng đến thuốc tây?	healthcare_consultant
Làm thế nào để trồng và chăm sóc cây hoa hồng ra nhiều hoa ở ban công chung cư? 🌹	other
Lễ hội Hoa phượng đỏ được tổ chức thường niên tại thành phố nào ở VN?	other
Mắt bị đỏ và ngứa có phải bị đau mắt đỏ không?	healthcare_consultant
Màu sắc hot trend của năm nay là màu gì vậy bạn ơi?	other
Mở giúp tôi bài nhạc trẻ nhẹ nhàng.	other
"Mở hộ bài nhạc không lời ""Lofi chill"" để tập trung học bài đi bạn. 🎧"	other
Ngực tôi dạo này hay bị nhói đau là điềm gì?	healthcare_consultant
Người bị gan nhiễm mỡ độ 2 nên uống nước lá gì để thanh lọc gan hiệu quả nhất?	healthcare_consultant
Người già bị cao huyết áp nên ăn uống thế nào?	healthcare_consultant
Nhà thuốc Long Châu gần nhất ở đâu?	healthcare_center_search
Ở Hải Phòng thì nên đi khám tổng quát ở bệnh viện nào tốt và dịch vụ nhanh chóng nhất mng?	healthcare_center_search
Phòng khám nhi nào mở cửa sau 8h tối quanh đây?	healthcare_center_search
Phòng khám tai mũi họng uy tín tại Hà Nội?	healthcare_center_search
Phòng khám tâm thần hoặc bác sĩ tâm lý nào giỏi ở Sài Gòn vậy ạ?	healthcare_center_search
Phụ nữ mang thai 3 tháng đầu cần bổ sung vitamin gì?	healthcare_consultant
Quanh đây có phòng khám sản phụ khoa nào có bác sĩ nữ khám mát tay không ạ? 🤰	healthcare_center_search
Quanh đây có trung tâm tiêm chủng VNVC nào không?	healthcare_center_search
Quanh khu vực Cầu Giấy có chỗ nào hiến máu nhân đạo không ạ? 🩸	healthcare_center_search
Rạp chiếu phim gần đây đang chiếu phim gì?	other
Review chi tiết về chiếc điện thoại iPhone mới nhất vừa ra mắt xem có đáng nâng cấp không?	other
Sáng ra ngủ dậy bị vẹo cổ, không quay đầu sang trái được thì làm sao cho hết đơ ạ?	healthcare_consultant
Sau khi mổ nội soi ruột thừa bao lâu thì có thể tập gym hoặc vận động nặng lại được?	healthcare_consultant
Sau phẫu thuật ruột thừa cần kiêng ăn gì?	healthcare_consultant
Shop bán giày sneaker chính hãng uy tín tại Sài Gòn ở đâu mng?	other
Shop hoa tươi đẹp, có dịch vụ giao hoa tận nơi miễn phí tại quận Tân Bình là shop nào? 💐	other
Shop quần áo nam đẹp ở đâu vậy bạn?	other
Tại sao bầu trời lại có màu xanh lam vào ban ngày mà không phải màu khác?	other
Tại sao khi mang thai tháng thứ 7 lại hay bị chuột rút bắp chân vào ban đêm vậy ạ? Có cách nào khắc phục không?	healthcare_consultant
Tại sao mùa đông da tay em lại bị nứt nẻ, chảy máu ở các kẽ ngón tay? Bôi kem dưỡng ẩm mãi không đỡ...	healthcare_consultant
Tại sao tim em thỉnh thoảng lại đập nhanh liên hồi, cảm giác như nhảy ra khỏi lồng ngực dù đang ngồi chơi? 💓	healthcare_consultant
Thời tiết hôm nay thế nào?	other
Thủ đô của nước Úc tên là gì? (Nhớ không nhầm thì không phải Sydney đâu).	other
Thuốc bổ mắt loại nào tốt cho người cận thị nặng? (trên 6 độ).	healthcare_consultant
Thuốc tránh thai khẩn cấp loại 72h uống sau khi quan hệ 2 ngày có còn tác dụng cao không ạ?	healthcare_consultant
Tiêm xong phải làm gì.	healthcare_consultant
Tìm bệnh viện đa khoa gần quận Bình Thạnh.	healthcare_center_search
Tìm danh sách các trạm y tế phường thuộc quận Phú Nhuận.	healthcare_center_search
Tìm địa chỉ bệnh viện quốc tế Pháp Việt (FV) quận 7.	healthcare_center_search
Tìm giúp tôi phòng khám nhi của bác sĩ Khanh bệnh viện Nhi đồng 1.	healthcare_center_search
Tìm giúp tôi quán lẩu riêu cua bắp bò ngon rẻ ở quanh quận Hai Bà Trưng. 🍲	other
Tìm giúp vị trí của Trung tâm Tiêm chủng VNVC gần chỗ tôi nhất để đưa bé đi tiêm. 📍	healthcare_center_search
Tìm kiếm phòng khám đa khoa có quẹt thẻ bảo hiểm y tế tuyến quận tại Thủ Đức.	healthcare_center_search
Tìm nhà thuốc An Khang gần nhất có dịch vụ giao hàng tận nơi.	healthcare_center_search
Tìm nhà thuốc gần nhất có bán thuốc kê đơn đặc trị bệnh ung thư.	healthcare_center_search
Tìm phòng khám đông y, châm cứu uy tín tại quận Gò Vấp.	healthcare_center_search
Tìm phòng khám mắt tư nhân có thiết bị đo thị lực hiện đại tại quận 3.	healthcare_center_search
Tìm phòng khám nha khoa nào uy tín, làm việc chủ nhật quanh khu vực quận Hoàn Kiếm. 🦷	healthcare_center_search
Tìm phòng khám sản phụ khoa quận 5.	healthcare_center_search
Tìm quán cà phê yên tĩnh để làm việc.	other
Tìm số điện thoại cấp cứu của bệnh viện gần đây.	healthcare_center_search
Tìm trạm y tế xã gần nhất tại huyện Củ Chi.	healthcare_center_search
Tìm trung tâm xét nghiệm ADN huyết thống uy tín tại khu vực TP.HCM.	healthcare_center_search
Tìm văn phòng công chứng làm việc vào sáng thứ bảy ở Quận 1.	other
Tìm vị trí máy bán thuốc tự động hoặc nhà thuốc 24h ở quanh đây.	healthcare_center_search
Tôi đang cảm thấy rất áp lực và mệt mỏi với công việc hiện tại... Sếp thì khó tính, deadline dồn dập mỗi ngày mà lương thưởng lại không xứng đáng... Nhiều lúc chỉ muốn buông bỏ tất cả để đi du lịch đâu đó thật xa một mình nhưng ngặt nỗi áp lực cơm áo gạo tiền, rồi còn gia đình ở quê nữa nên không dám nghỉ. Bạn có lời khuyên nào giúp tôi cân bằng lại cảm xúc và giải tỏa bớt stress trong giai đoạn khủng hoảng này không? 😔	other
"Tóm tắt nội dung chính của cuốn sách ""Đắc Nhân Tâm"" của Dale Carnegie."	other
Tổng thống Mỹ hiện tại là ai?	other
Tổng thống Nga Vladimir Putin sinh năm bao nhiêu?	other
Top 5 bộ phim điện ảnh đáng xem nhất tại rạp vào tháng này là gì? 🎬	other
Trạm cấp cứu 115 gần nhất nằm ở khu vực nào khu vực này?	healthcare_center_search
Trạm y tế gần nhất ở đâu.	healthcare_center_search
Trẻ 1 tuổi bị táo bón nặng, 4 ngày chưa đi vệ sinh, rặn đỏ cả mặt khóc thét lên thì làm thế nào?	healthcare_consultant
Trẻ 6 tháng tuổi bị sốt 38.5 độ sau khi tiêm phòng 5trong1 về thì có nên nhét thuốc hạ sốt vào hậu môn luôn không?	healthcare_consultant
Trẻ em bị cận thị tiến triển nhanh quá, có nên dùng loại kính áp tròng ban đêm Ortho-K không bác sĩ?	healthcare_consultant
Trẻ sơ sinh bị ọc sữa nhiều lần có nguy hiểm không?	healthcare_consultant
Triệu chứng của bệnh sốt xuất huyết là gì?	healthcare_consultant
Triệu chứng hậu Covid nặng nhất là gì? Dạo này em hay bị hụt hơi quá mẹ ơi!	healthcare_consultant
Trung tâm xét nghiệm máu gần đây ở chỗ nào?	healthcare_center_search
Viết hộ một đoạn văn tiếng Anh giới thiệu về bản thân để đi phỏng vấn xin việc.	other
Viết một đoạn văn ngắn về tình mẫu tử.	other
Viết một kịch bản video ngắn 60 giây giới thiệu về sản phẩm kem chống nắng cho da dầu mụn để đăng lên Tiktok Reels. Yêu cầu có cú hook ấn tượng ở 3 giây đầu tiên để giữ chân người xem và kết thúc bằng một câu kêu gọi hành động (CTA) thật tự nhiên, không bị sượng trân nhé admin! 🚀	other
"Xét nghiệm máu chỉ số ""Acid Uric"" cao 520 umol/L có chắc chắn là bị bệnh Gút (Gout) chưa ạ?"	healthcare_consultant
"Ý nghĩa của ngày lễ ""Halloween"" bắt nguồn từ quốc gia nào vậy? 🎃"	other
Chào bạn, bé nhà mình lỡ nuốt phải viên bi ve, hiện đang ho sặc sụa, mình cần làm các bước gì để sơ cứu tại nhà ngay bây giờ? 😰 #Socuu #HocDiVat	healthcare_consultant
Gấp gấp!!! Có người bị bỏng nước sôi ở cánh tay, da đang rộp phồng lên, có nên bôi kem đánh răng không hay xử lý thế nào ạ? 🔥🚑 http://capcuunhanh.vn	healthcare_consultant
Bạn ơi cho hỏi, người nhà tôi tự nhiên ngã quỵ, gọi không trả lời, nghi ngờ là đột quỵ thì sơ cứu ban đầu thế nào trong lúc đợi xe thương điên? 🚨	healthcare_consultant
Xin chào, tôi đang đi rẫy và bị rắn cắn vào bắp chân, vết cắn rớm máu, làm sao để buộc ga-rô đúng cách tránh hoại tử độc lây lan? 🐍🌲	healthcare_consultant
Chào admin, mình đang đi du lịch biển lỡ dẫm phải sứa đỏ sưng to ở chân, có mẹo nào giảm đau nhức nhanh chóng trước khi đến trạm y tế không? 🌊 #DiUngSua	healthcare_consultant
Sơ cứu người bị điện giật tại nhà do rò rỉ máy nước nóng thì cần lưu ý những quy tắc an toàn cốt lõi nào vậy ạ? ⚡🔌	healthcare_consultant
Chào bạn, con tôi chạy nhảy té gãy gập cẳng tay, tôi phải nẹp cố định bằng vật dụng gì trong nhà cho bé đỡ đau? 🦴 #GayXuong	healthcare_consultant
Bé nhà em bị chảy máu cam liên tục không cầm được, em bắt bé ngửa cổ ra sau như ông bà dạy thì có đúng khoa học y khoa không? 🩸	healthcare_consultant
Cấp cứu! Một người bị đuối nước vừa vớt lên bờ, bất tỉnh, thao tác ép tim ngoài lồng ngực và hô hấp nhân tạo thực hiện theo nhịp bao nhiêu? 🏊‍♂️🆘	healthcare_consultant
Cho mình hỏi, bị ong vò vẽ đốt nhiều nốt trên đầu đang rất choáng váng thì có nguy hiểm đến tính mạng không, cần uống thuốc gì liền? 🐝💊	healthcare_consultant
Bố mình bị nghẹn miếng thịt lớn, tím tái mặt mày, xin hướng dẫn chi tiết thủ thuật Heimlich áp dụng cho người lớn tuổi? 👴 https://so-cuu-y-te.com	healthcare_consultant
Xin chào bác sĩ mạng, lỡ cắt trúng tay sâu tứa máu do thái thịt thì dùng cồn hay oxi già sát trùng tốt hơn để không bị sẹo? 🔪🩹	healthcare_consultant
Bạn ơi, sơ cứu người bị say nắng ngất xỉu giữa trưa hè nắng gắt bằng cách cạo gió có gây xuất huyết dưới da không? ☀️🥵	healthcare_consultant
Chó hoang cắn vào bắp đùi cào rách quần lót, tôi đã rửa xà phòng 15 phút rồi thì có cần đi chích ngừa dại ngay trong đêm nay không? 🐕💉	healthcare_consultant
Tư vấn giúp tôi, trẻ sốt cao 40 độ dẫn đến co giật trợn mắt, tôi có nên dùng muỗng cạy miệng bé ra để khỏi cắn vào lưỡi không? 🤒🥄 #SotCoGiat	healthcare_consultant
Nếu lỡ uống nhầm hóa chất tẩy rửa bồn cầu (nước Javel), tôi nên gây nôn ngay lập tức hay uống nhiều sữa tươi để pha loãng? ☠️🍼	healthcare_consultant
Chào bạn, bong gân cổ chân do đá bóng thì chườm đá lạnh hay chườm nóng bằng ngải cứu sẽ giúp dây chằng mau hồi phục hơn? ⚽🧊	healthcare_consultant
